Yaw;Pitch;Roll;Ang_vel_x;Ang_vel_y;Ang_vel_z;u(z);t;setpoint;pwm
200.9375;0.5625;-0.9375;-0.01;0.01;0.03;0.00037;66.29;199.96;141.37
200.875;0.5625;-1;-0.01;0.01;0.03;0.00035;66.32;199.78;142.37
200.75;0.5625;-1;-0.01;0;0.04;0.00034;66.37;199.71;143.71
200.6875;0.5625;-1;0;0;0.04;0.00033;66.42;199.62;145.04
200.5625;0.5625;-1;0;0;0.06;0.00028;66.47;199.51;146.08
200.375;0.5;-1;0.01;-0.01;0.07;0.00024;66.63;199.4;149.07
200;0.5;-1;0.01;-0.01;0.08;0.00027;66.63;199.4;149.11
199.875;0.5;-0.9375;0.01;-0.01;0.07;0.00029;66.66;198.91;149.64
199.6875;0.5;-0.9375;0.01;-0.01;0.08;0.00028;66.7;198.83;150.7
199.5;0.5;-0.9375;0.01;0;0.08;0.00027;66.75;198.65;151.68
199.25;0.4375;-0.9375;0.01;0;0.08;0.00028;66.8;198.47;152.68
199.0625;0.4375;-0.9375;0;0.01;0.11;0.00016;66.99;198.28;155.19
199.0625;0.4375;-0.9375;0;0.02;0.11;0.00022;66.99;198.28;155.22
198.25;0.4375;-1;-0.01;0.02;0.11;0.00023;67;197.35;155.29
197.9375;0.4375;-1;-0.01;0.02;0.11;0.00024;67.05;197.33;156.21
197.625;0.4375;-1.0625;-0.01;0.02;0.11;0.00024;67.1;197.07;157.17
197.3125;0.4375;-1.125;-0.01;0.01;0.11;0.00023;67.15;196.78;158.05
197;0.4375;-1.1875;0;0;0.13;0.00015;67.35;196.5;160.52
196;0.4375;-1.25;0;0;0.13;0.00018;67.35;196.5;160.54
195.625;0.4375;-1.25;0;-0.01;0.13;0.00023;67.39;195.18;161.17
195.3125;0.375;-1.25;0.01;-0.01;0.13;0.0002;67.44;194.94;161.97
195;0.375;-1.25;0.01;-0.01;0.14;0.00018;67.49;194.59;162.68
194.625;0.375;-1.25;0.01;-0.01;0.15;0.00017;67.54;194.22;163.34
194.1875;0.375;-1.1875;0.01;-0.01;0.15;0.00015;67.67;193.85;164.92
194.1875;0.375;-1.1875;0.01;0;0.15;0.00015;67.67;193.85;164.94
193.375;0.375;-1.1875;0;0;0.16;0.00016;67.69;192.8;165.18
192.9375;0.375;-1.1875;0;0.01;0.15;0.00017;67.74;192.64;165.75
192.5;0.3125;-1.1875;0;0.01;0.15;0.00018;67.78;192.29;166.41
192.125;0.3125;-1.25;0;0.02;0.16;0.00016;67.83;191.89;167
191.6875;0.3125;-1.25;0;0.02;0.16;0.00017;67.88;191.49;167.65
191.3125;0.3125;-1.3125;0;0.02;0.16;0.00015;67.93;191.06;168.23
190.875;0.3125;-1.375;-0.01;0.02;0.16;0.00016;67.98;190.63;168.83
190.4375;0.3125;-1.4375;0;0.02;0.17;0.00013;68.03;190.19;169.32
190;0.25;-1.5;-0.01;0.01;0.16;0.00014;68.07;189.76;169.83
189.5;0.25;-1.5;0;0.01;0.17;0.00012;68.12;189.32;170.3
189.125;0.25;-1.5625;0;0;0.18;0.00009;68.17;188.85;170.61
188.6875;0.25;-1.5625;0;-0.01;0.18;0.00007;68.21;188.45;170.88
188.1875;0.25;-1.5625;0;-0.01;0.19;0.00005;68.26;187.99;171.05
187.75;0.1875;-1.5625;0;-0.01;0.19;0.00004;68.31;187.55;171.19
187.25;0.1875;-1.5;0;-0.01;0.18;0.00005;68.35;187.1;171.37
186.75;0.1875;-1.5;0;-0.01;0.18;0.00007;68.4;186.63;171.65
186.25;0.1875;-1.4375;0;-0.01;0.19;0.00002;68.45;186.14;171.72
185.8125;0.1875;-1.4375;0.01;0;0.19;0.00002;68.5;185.65;171.8
185.3125;0.125;-1.4375;0.01;0;0.19;0.00002;68.55;185.15;171.88
184.75;0.125;-1.4375;0.01;0.01;0.19;0.00001;68.6;184.62;171.92
184.25;0.125;-1.4375;0.01;0.01;0.19;-0.00001;68.65;184.13;171.88
183.75;0.125;-1.5;0.01;0.02;0.2;-0.00004;68.7;183.63;171.73
183.1875;0.125;-1.5;0.01;0.02;0.19;-0.00002;68.75;183.13;171.65
182.625;0.0625;-1.5625;0;0.03;0.2;-0.00005;68.8;182.64;171.46
182.125;0.0625;-1.625;0;0.02;0.19;-0.00002;68.84;182.14;171.37
181.6875;0.0625;-1.6875;0;0.02;0.2;-0.00006;68.9;181.62;171.13
181.125;0.0625;-1.75;0;0.02;0.19;-0.00004;68.94;181.07;170.97
180.5625;0;-1.8125;-0.01;0.01;0.2;-0.00007;68.99;180.59;170.7
180.0625;0;-1.8125;-0.01;0;0.19;-0.00007;69.04;180.08;170.45
179.5;0;-1.8125;-0.01;0;0.2;-0.00009;69.09;179.59;170.11
178.9375;0;-1.8125;-0.01;0;0.2;-0.00011;69.14;179.09;169.69
178.5;0;-1.8125;-0.01;0;0.2;-0.00012;69.19;178.58;169.21
178;0;-1.8125;-0.01;-0.01;0.2;-0.00015;69.24;178.03;168.66
177.4375;0;-1.8125;0;-0.01;0.2;-0.00016;69.28;177.54;168.06
176.875;-0.0625;-1.8125;0;-0.01;0.2;-0.00016;69.33;177.03;167.47
176.3125;-0.0625;-1.75;0;0;0.2;-0.00016;69.38;176.54;166.88
175.75;-0.0625;-1.75;0.01;0;0.19;-0.00016;69.43;176.06;166.28
175.3125;-0.0625;-1.6875;0.01;0.01;0.19;-0.00015;69.47;175.58;165.75
174.8125;-0.125;-1.6875;0.01;0.01;0.19;-0.00018;69.52;175.1;165.09
174.3125;-0.125;-1.625;0.01;0.02;0.18;-0.00016;69.57;174.62;164.5
173.875;-0.1875;-1.6875;0.01;0.02;0.18;-0.00018;69.61;174.16;163.82
173.375;-0.1875;-1.6875;0.01;0.02;0.18;-0.00017;69.66;173.67;163.19
172.875;-0.25;-1.6875;0.01;0.02;0.18;-0.00021;69.71;173.21;162.4
172.3125;-0.25;-1.75;0;0.01;0.18;-0.00021;69.77;172.74;161.46
171.9375;-0.25;-1.75;0;0.02;0.18;-0.0002;69.81;172.2;160.79
171.4375;-0.3125;-1.75;0;0.01;0.18;-0.00024;69.86;171.79;159.87
170.9375;-0.3125;-1.75;-0.01;0.01;0.17;-0.00022;69.9;171.32;159.04
170.4375;-0.3125;-1.75;-0.01;0;0.17;-0.00024;69.95;170.88;158.17
170;-0.3125;-1.6875;-0.01;0;0.16;-0.00022;70;170.44;157.31
169.5;-0.3125;-1.6875;-0.01;-0.01;0.17;-0.00025;70.05;169.98;156.36
169.125;-0.3125;-1.6875;-0.01;-0.01;0.16;-0.00021;70.11;169.54;155.43
168.6875;-0.3125;-1.6875;-0.01;-0.01;0.16;-0.00024;70.15;169.06;154.7
168.25;-0.3125;-1.625;0;-0.01;0.16;-0.00025;70.2;168.71;153.71
167.8125;-0.3125;-1.625;0;0;0.15;-0.00027;70.24;168.28;152.76
167.5;-0.3125;-1.625;0;0;0.15;-0.00028;70.29;167.9;151.67
167.0625;-0.3125;-1.5625;0.01;0.01;0.15;-0.00027;70.34;167.5;150.67
166.625;-0.3125;-1.5625;0.01;0.01;0.15;-0.0003;70.38;167.11;149.58
166.25;-0.3125;-1.5;0.01;0.01;0.14;-0.00027;70.43;166.74;148.53
165.9375;-0.375;-1.5;0.01;0.01;0.13;-0.00026;70.48;166.35;147.64
165.5625;-0.4375;-1.5;0.01;0.01;0.13;-0.00029;70.52;166.02;146.59
165.1875;-0.4375;-1.5;0.01;0.02;0.13;-0.00029;70.57;165.68;145.51
164.875;-0.5;-1.5625;0.01;0.01;0.13;-0.00032;70.62;165.34;144.33
